video_id,title,description,channel_id,channel_title,published_at,category_id,duration,definition,caption_status,live_broadcast_content,tags,view_count,like_count,comment_count,favorite_count,data_source,duration_seconds,is_outlier,publication_date,publication_year,publication_month,publication_month_name,publication_day,publication_day_name,publication_hour,posting_time_group,video_duration_seconds,video_duration_minutes,duration_category,total_interactions,engagement_rate,like_rate,comment_rate,video_age_days,views_per_day,likes_per_day,comments_per_day,performance_category
IbyTEYwKurb,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2024-07-16 14:06:40+00:00,22,PT13M58S,hd,True,none,Data Analytics|ETL|Statistics|AI,28776,789,429,0,SYNTHETIC_SAMPLE,838,False,2024-07-16,2024,7,July,16,Tuesday,19,Evening,838,13.97,Medium,1218,4.2327,2.7419,1.4908,757,38.01,1.04,0.57,Average
VW8K_y7-lpu,Top 10 Power BI Tips and Tricks,[SYNTHETIC] Top 10 Power BI Tips and Tricks — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-12-19 17:24:12+00:00,27,PT9M32S,sd,True,none,Machine Learning|Tableau|ETL|NumPy,11070,524,132,0,SYNTHETIC_SAMPLE,572,False,2024-12-19,2024,12,December,19,Thursday,22,Night,572,9.53,Medium,656,5.9259,4.7335,1.1924,600,18.45,0.87,0.22,Average
EvNZvlZ3djT,ETL Tutorial for Beginners,[SYNTHETIC] ETL Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-08-09 01:11:38+00:00,27,PT1M59S,hd,False,none,Statistics|AI,59112,3080,46,0,SYNTHETIC_SAMPLE,119,False,2022-08-09,2022,8,August,9,Tuesday,6,Morning,119,1.98,Short,3126,5.2883,5.2104,0.0778,1464,40.38,2.1,0.03,Average
OFuTJ4NwQ0y,Why Data Science is the Future of Tech,[SYNTHETIC] Why Data Science is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2024-12-05 13:04:56+00:00,22,PT1M40S,sd,True,none,Python|AI|Data Analytics,73959,4531,505,0,SYNTHETIC_SAMPLE,100,False,2024-12-05,2024,12,December,5,Thursday,18,Evening,100,1.67,Short,5036,6.8092,6.1264,0.6828,615,120.26,7.37,0.82,Average
7jVp_k4fTO4,Advanced Business Intelligence Techniques,[SYNTHETIC] Advanced Business Intelligence Techniques — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-11-25 19:34:15+00:00,25,PT56M45S,hd,False,none,Pandas|SQL|Statistics,51674,1315,449,0,SYNTHETIC_SAMPLE,3405,False,2023-11-26,2023,11,November,26,Sunday,1,Late Night,3405,56.75,Long,1764,3.4137,2.5448,0.8689,990,52.2,1.33,0.45,Low
FyIgE3PRke2,Python Tutorial for Beginners,[SYNTHETIC] Python Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-04-04 02:59:24+00:00,28,PT12M9S,hd,False,none,Power BI|SQL|Business Intelligence|Dashboard,5036,391,67,0,SYNTHETIC_SAMPLE,729,False,2023-04-04,2023,4,April,4,Tuesday,8,Morning,729,12.15,Medium,458,9.0945,7.7641,1.3304,1226,4.11,0.32,0.05,Viral
5TBPMBdv_AJ,SQL vs Everything — Which is Best?,[SYNTHETIC] SQL vs Everything — Which is Best? — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-04-19 01:20:08+00:00,27,PT21M22S,sd,False,none,Pandas|Power BI|Data Analytics|Tableau,96904,3261,1432,0,SYNTHETIC_SAMPLE,1282,False,2024-04-19,2024,4,April,19,Friday,6,Morning,1282,21.37,Long,4693,4.8429,3.3652,1.4778,845,114.68,3.86,1.69,Average
Mmbksf2tzFQ,Why Data Analytics is the Future of Tech,[SYNTHETIC] Why Data Analytics is the Future of Tech — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-05-22 13:49:44+00:00,27,PT1M22S,sd,True,none,AI|Statistics|Excel|Pandas,2231,68,22,0,SYNTHETIC_SAMPLE,82,False,2022-05-22,2022,5,May,22,Sunday,19,Evening,82,1.37,Short,90,4.0341,3.048,0.9861,1543,1.45,0.04,0.01,Average
SgQZAWodyH9,Build a Data Engineering Dashboard from Scratch,[SYNTHETIC] Build a Data Engineering Dashboard from Scratch — sample description for demo purposes.,UC_TECH001,TechInsights,2024-12-03 07:44:56+00:00,22,PT9M35S,sd,True,none,Data Science|SQL|AI|Data Engineering|Deep Learning,101114,5004,272,0,SYNTHETIC_SAMPLE,575,False,2024-12-03,2024,12,December,3,Tuesday,13,Afternoon,575,9.58,Medium,5276,5.2179,4.9489,0.269,617,163.88,8.11,0.44,Average
l__ZiB-B-O1,Learn Dashboard the Right Way,[SYNTHETIC] Learn Dashboard the Right Way — sample description for demo purposes.,UC_TECH001,TechInsights,2023-02-05 14:42:01+00:00,25,PT7M30S,sd,True,none,AI|Visualization,692681,12758,7951,0,SYNTHETIC_SAMPLE,450,True,2023-02-05,2023,2,February,5,Sunday,20,Evening,450,7.5,Medium,20709,2.9897,1.8418,1.1479,1284,539.47,9.94,6.19,Low
HAAjLW87Kgs,Build a Dashboard Dashboard from Scratch,[SYNTHETIC] Build a Dashboard Dashboard from Scratch — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-04-12 01:51:48+00:00,22,PT15M51S,sd,False,none,AI|ETL|Dashboard|Python,7615,495,72,0,SYNTHETIC_SAMPLE,951,False,2024-04-12,2024,4,April,12,Friday,7,Morning,951,15.85,Long,567,7.4458,6.5003,0.9455,852,8.94,0.58,0.08,High
vpV65b0trFS,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-06-02 13:48:34+00:00,22,PT11M51S,hd,True,none,Data Engineering|Business Intelligence|NumPy|Statistics,10136,128,135,0,SYNTHETIC_SAMPLE,711,False,2022-06-02,2022,6,June,2,Thursday,19,Evening,711,11.85,Medium,263,2.5947,1.2628,1.3319,1532,6.62,0.08,0.09,Low
30GktGi24bm,Top 10 SQL Tips and Tricks,[SYNTHETIC] Top 10 SQL Tips and Tricks — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-11-08 19:38:11+00:00,25,PT11M56S,hd,True,none,Data Engineering|Data Analytics,20286,1255,233,0,SYNTHETIC_SAMPLE,716,False,2022-11-09,2022,11,November,9,Wednesday,1,Late Night,716,11.93,Medium,1488,7.3351,6.1865,1.1486,1372,14.79,0.91,0.17,High
RpFC9EJw1q1,Why NumPy is the Future of Tech,[SYNTHETIC] Why NumPy is the Future of Tech — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-05-21 10:03:18+00:00,27,PT49M29S,sd,True,none,Data Analytics|Excel|Tableau|Deep Learning|Power BI,13663,516,189,0,SYNTHETIC_SAMPLE,2969,False,2022-05-21,2022,5,May,21,Saturday,15,Afternoon,2969,49.48,Long,705,5.1599,3.7766,1.3833,1544,8.85,0.33,0.12,Average
REilZoM8TTr,The Ultimate NumPy Guide,[SYNTHETIC] The Ultimate NumPy Guide — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-08-08 20:01:19+00:00,27,PT5M20S,sd,False,none,Tableau|Data Engineering|Data Science|Business Intelligence,6999,493,101,0,SYNTHETIC_SAMPLE,320,False,2023-08-09,2023,8,August,9,Wednesday,1,Late Night,320,5.33,Medium,594,8.4869,7.0439,1.4431,1099,6.37,0.45,0.09,Viral
sREvrurP8Pm,Power BI Tutorial for Beginners,[SYNTHETIC] Power BI Tutorial for Beginners — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-03-14 14:06:09+00:00,25,PT11M23S,hd,True,none,Business Intelligence|Machine Learning|Python|Visualization|Pandas,19543,963,178,0,SYNTHETIC_SAMPLE,683,False,2024-03-14,2024,3,March,14,Thursday,19,Evening,683,11.38,Medium,1141,5.8384,4.9276,0.9108,881,22.18,1.09,0.2,Average
0vTROE8wtkQ,Deep Learning Full Project Walkthrough,[SYNTHETIC] Deep Learning Full Project Walkthrough — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-05-17 04:59:44+00:00,22,PT5M36S,hd,False,none,ETL|Machine Learning,4192,213,62,0,SYNTHETIC_SAMPLE,336,False,2024-05-17,2024,5,May,17,Friday,10,Morning,336,5.6,Medium,275,6.5601,5.0811,1.479,817,5.13,0.26,0.08,Average
VtYvqs2E3L8,The Ultimate Excel Guide,[SYNTHETIC] The Ultimate Excel Guide — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-04-21 15:06:54+00:00,25,PT59M41S,sd,True,none,AI|Dashboard,26479,430,149,0,SYNTHETIC_SAMPLE,3581,False,2022-04-21,2022,4,April,21,Thursday,20,Evening,3581,59.68,Long,579,2.1866,1.6239,0.5627,1574,16.82,0.27,0.09,Low
-5-j3lfv-ud,Data Analytics Project Ideas for Your Resume,[SYNTHETIC] Data Analytics Project Ideas for Your Resume — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-12-04 05:45:57+00:00,24,PT24M23S,sd,True,none,Excel|ETL|SQL,4976,395,27,0,SYNTHETIC_SAMPLE,1463,False,2023-12-04,2023,12,December,4,Monday,11,Morning,1463,24.38,Long,422,8.4807,7.9381,0.5426,982,5.07,0.4,0.03,Viral
cmxau1mROpS,The Ultimate Deep Learning Guide,[SYNTHETIC] The Ultimate Deep Learning Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-06-19 22:17:24+00:00,25,PT12M19S,sd,True,none,AI|Dashboard,128464,9965,778,0,SYNTHETIC_SAMPLE,739,False,2023-06-20,2023,6,June,20,Tuesday,3,Late Night,739,12.32,Medium,10743,8.3627,7.757,0.6056,1149,111.81,8.67,0.68,High
HBRi-FWk6Zb,SQL Project Ideas for Your Resume,[SYNTHETIC] SQL Project Ideas for Your Resume — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-12-15 11:18:23+00:00,27,PT2M14S,hd,True,none,Dashboard|Excel,5859,245,47,0,SYNTHETIC_SAMPLE,134,False,2022-12-15,2022,12,December,15,Thursday,16,Afternoon,134,2.23,Short,292,4.9838,4.1816,0.8022,1336,4.39,0.18,0.04,Average
Mdg1dhChqSn,Data Analytics Full Project Walkthrough,[SYNTHETIC] Data Analytics Full Project Walkthrough — sample description for demo purposes.,UC_DATA002,DataDriven,2024-12-01 06:14:28+00:00,22,PT32M28S,hd,False,none,Power BI|Dashboard|NumPy|Data Science|Data Engineering,20383,1304,194,0,SYNTHETIC_SAMPLE,1948,False,2024-12-01,2024,12,December,1,Sunday,11,Morning,1948,32.47,Long,1498,7.3493,6.3975,0.9518,619,32.93,2.11,0.31,High
FMX1_wAkJ6S,Power BI vs Everything — Which is Best?,[SYNTHETIC] Power BI vs Everything — Which is Best? — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-01-17 16:27:02+00:00,24,PT7M,sd,True,none,Python|SQL,53088,1581,630,0,SYNTHETIC_SAMPLE,420,False,2024-01-17,2024,1,January,17,Wednesday,21,Night,420,7.0,Medium,2211,4.1648,2.9781,1.1867,938,56.6,1.69,0.67,Average
5PD_qd032xR,Complete ETL Course — Zero to Hero,[SYNTHETIC] Complete ETL Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2023-10-24 18:15:08+00:00,25,PT49M56S,hd,True,none,Python|Machine Learning,6849,104,75,0,SYNTHETIC_SAMPLE,2996,False,2023-10-24,2023,10,October,24,Tuesday,23,Night,2996,49.93,Long,179,2.6135,1.5185,1.0951,1022,6.7,0.1,0.07,Low
0lz9ry2ZPZh,Advanced Statistics Techniques,[SYNTHETIC] Advanced Statistics Techniques — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-12-17 11:05:38+00:00,22,PT9M34S,hd,True,none,Deep Learning|ETL,26276,1878,48,0,SYNTHETIC_SAMPLE,574,False,2024-12-17,2024,12,December,17,Tuesday,16,Afternoon,574,9.57,Medium,1926,7.3299,7.1472,0.1827,603,43.58,3.11,0.08,High
U5EF4CePa3H,Learn AI the Right Way,[SYNTHETIC] Learn AI the Right Way — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-06-14 19:01:59+00:00,27,PT5M29S,hd,False,none,Deep Learning|Pandas,57597,4053,763,0,SYNTHETIC_SAMPLE,329,False,2024-06-15,2024,6,June,15,Saturday,0,Late Night,329,5.48,Medium,4816,8.3615,7.0368,1.3247,788,73.09,5.14,0.97,High
a7GEFkWuvrG,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-05 03:57:44+00:00,22,PT53M7S,sd,False,none,SQL|Data Engineering|Dashboard,1743,126,16,0,SYNTHETIC_SAMPLE,3187,False,2024-05-05,2024,5,May,5,Sunday,9,Morning,3187,53.12,Long,142,8.1469,7.2289,0.918,829,2.1,0.15,0.02,High
zcJ0Y9O4JPD,Build a ETL Dashboard from Scratch,[SYNTHETIC] Build a ETL Dashboard from Scratch — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-06-14 11:57:56+00:00,28,PT13M29S,sd,True,none,Data Engineering|Business Intelligence|ETL,14976,931,11,0,SYNTHETIC_SAMPLE,809,False,2023-06-14,2023,6,June,14,Wednesday,17,Evening,809,13.48,Medium,942,6.2901,6.2166,0.0735,1155,12.97,0.81,0.01,Average
OZJxg5F0VAq,How to Master Power BI in 2024,[SYNTHETIC] How to Master Power BI in 2024 — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-11-01 08:28:54+00:00,24,PT30M9S,hd,True,none,Tableau|Data Engineering|Visualization|Statistics|Excel,34149,346,192,0,SYNTHETIC_SAMPLE,1809,False,2022-11-01,2022,11,November,1,Tuesday,13,Afternoon,1809,30.15,Long,538,1.5754,1.0132,0.5622,1380,24.75,0.25,0.14,Low
Q9iFHd71EG6,Advanced Data Analytics Techniques,[SYNTHETIC] Advanced Data Analytics Techniques — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-03 06:35:08+00:00,24,PT7M6S,hd,True,none,AI|Business Intelligence,76660,4910,539,0,SYNTHETIC_SAMPLE,426,False,2022-10-03,2022,10,October,3,Monday,12,Afternoon,426,7.1,Medium,5449,7.108,6.4049,0.7031,1409,54.41,3.48,0.38,High
iASVtS3T7Om,Pandas Explained in 10 Minutes,[SYNTHETIC] Pandas Explained in 10 Minutes — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-08-27 14:39:15+00:00,24,PT10M51S,sd,False,none,Excel|Dashboard|Business Intelligence,4079,317,28,0,SYNTHETIC_SAMPLE,651,False,2024-08-27,2024,8,August,27,Tuesday,20,Evening,651,10.85,Medium,345,8.458,7.7715,0.6864,715,5.7,0.44,0.04,High
I4BagyddrY_,Build a Visualization Dashboard from Scratch,[SYNTHETIC] Build a Visualization Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2024-11-27 14:38:17+00:00,22,PT12M7S,sd,True,none,Data Science|Tableau,6151,351,82,0,SYNTHETIC_SAMPLE,727,False,2024-11-27,2024,11,November,27,Wednesday,20,Evening,727,12.12,Medium,433,7.0395,5.7064,1.3331,623,9.87,0.56,0.13,High
JpYZsQ7y9_u,How to Master Data Engineering in 2024,[SYNTHETIC] How to Master Data Engineering in 2024 — sample description for demo purposes.,UC_TECH001,TechInsights,2024-05-07 16:41:49+00:00,22,PT14M35S,hd,True,none,Tableau|Data Engineering|Pandas|Dashboard,93536,6597,1053,0,SYNTHETIC_SAMPLE,875,False,2024-05-07,2024,5,May,7,Tuesday,22,Night,875,14.58,Medium,7650,8.1787,7.0529,1.1258,827,113.1,7.98,1.27,High
RllGyBJiLqv,Visualization Interview Questions and Answers,[SYNTHETIC] Visualization Interview Questions and Answers — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-08-29 11:34:29+00:00,25,PT8M18S,hd,True,none,Data Analytics|Data Science|ETL|AI,35703,1092,109,0,SYNTHETIC_SAMPLE,498,False,2022-08-29,2022,8,August,29,Monday,17,Evening,498,8.3,Medium,1201,3.3639,3.0586,0.3053,1444,24.73,0.76,0.08,Low
kIzw4Qvs8NE,Business Intelligence vs Everything — Which is Best?,[SYNTHETIC] Business Intelligence vs Everything — Which is Best? — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-05-22 00:04:25+00:00,28,PT8M8S,hd,True,none,Data Engineering|Pandas|Dashboard|Python,33766,1568,401,0,SYNTHETIC_SAMPLE,488,False,2024-05-22,2024,5,May,22,Wednesday,5,Late Night,488,8.13,Medium,1969,5.8313,4.6437,1.1876,812,41.58,1.93,0.49,Average
XGGFsPufg_X,Power BI Full Project Walkthrough,[SYNTHETIC] Power BI Full Project Walkthrough — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-04-08 07:21:14+00:00,24,PT9M49S,hd,True,none,Tableau|Deep Learning|Power BI,37887,444,302,0,SYNTHETIC_SAMPLE,589,False,2024-04-08,2024,4,April,8,Monday,12,Afternoon,589,9.82,Medium,746,1.969,1.1719,0.7971,856,44.26,0.52,0.35,Low
DvfdYJKoqyO,The Ultimate Deep Learning Guide,[SYNTHETIC] The Ultimate Deep Learning Guide — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-11-04 16:20:36+00:00,25,PT19M56S,sd,True,none,Power BI|Python|SQL|AI|Statistics,19898,1239,54,0,SYNTHETIC_SAMPLE,1196,False,2023-11-04,2023,11,November,4,Saturday,21,Night,1196,19.93,Long,1293,6.4981,6.2268,0.2714,1012,19.66,1.22,0.05,Average
fWCzQEIizZI,Advanced Statistics Techniques,[SYNTHETIC] Advanced Statistics Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2024-09-11 22:56:09+00:00,28,PT9M56S,hd,False,none,Python|Machine Learning|Power BI|Visualization,66070,4299,321,0,SYNTHETIC_SAMPLE,596,False,2024-09-12,2024,9,September,12,Thursday,4,Late Night,596,9.93,Medium,4620,6.9926,6.5067,0.4858,699,94.52,6.15,0.46,High
5wAPGko1mlZ,AI vs Everything — Which is Best?,[SYNTHETIC] AI vs Everything — Which is Best? — sample description for demo purposes.,UC_TECH001,TechInsights,2022-03-26 11:44:34+00:00,25,PT6M27S,sd,True,none,SQL|NumPy|Power BI|ETL,71073,2226,806,0,SYNTHETIC_SAMPLE,387,False,2022-03-26,2022,3,March,26,Saturday,17,Evening,387,6.45,Medium,3032,4.266,3.132,1.134,1600,44.42,1.39,0.5,Average
5uCNtLKxuBa,Complete Statistics Course — Zero to Hero,[SYNTHETIC] Complete Statistics Course — Zero to Hero — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-01-18 10:04:27+00:00,22,PT9M,hd,False,none,Statistics|Machine Learning|Business Intelligence|Data Engineering,5092,86,48,0,SYNTHETIC_SAMPLE,540,False,2023-01-18,2023,1,January,18,Wednesday,15,Afternoon,540,9.0,Medium,134,2.6316,1.6889,0.9427,1302,3.91,0.07,0.04,Low
M12iIq4eebG,Why Data Engineering is the Future of Tech,[SYNTHETIC] Why Data Engineering is the Future of Tech — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-02-18 11:00:18+00:00,24,PT48M15S,sd,True,none,Visualization|NumPy,112599,5474,343,0,SYNTHETIC_SAMPLE,2895,False,2022-02-18,2022,2,February,18,Friday,16,Afternoon,2895,48.25,Long,5817,5.1661,4.8615,0.3046,1636,68.83,3.35,0.21,Average
fxap9_RWikK,Statistics Full Project Walkthrough,[SYNTHETIC] Statistics Full Project Walkthrough — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-28 23:01:12+00:00,27,PT9M57S,hd,False,none,Data Analytics|Pandas|ETL|Power BI,21189,410,164,0,SYNTHETIC_SAMPLE,597,False,2024-05-29,2024,5,May,29,Wednesday,4,Late Night,597,9.95,Medium,574,2.709,1.935,0.774,805,26.32,0.51,0.2,Low
y64cPg9OrVL,Top 10 Statistics Tips and Tricks,[SYNTHETIC] Top 10 Statistics Tips and Tricks — sample description for demo purposes.,UC_DATA002,DataDriven,2024-06-04 17:06:40+00:00,22,PT1M52S,hd,False,none,Statistics|SQL|NumPy|Tableau|Power BI,7182,332,86,0,SYNTHETIC_SAMPLE,112,False,2024-06-04,2024,6,June,4,Tuesday,22,Night,112,1.87,Short,418,5.8201,4.6227,1.1974,799,8.99,0.42,0.11,Average
CoGrjkM0QAv,Build a Statistics Dashboard from Scratch,[SYNTHETIC] Build a Statistics Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-06-26 01:34:22+00:00,22,PT56M15S,sd,False,none,Tableau|Excel|Deep Learning|Python|Power BI,39576,414,525,0,SYNTHETIC_SAMPLE,3375,False,2022-06-26,2022,6,June,26,Sunday,7,Morning,3375,56.25,Long,939,2.3727,1.0461,1.3266,1508,26.24,0.27,0.35,Low
k7Hz_O4U08n,Complete Excel Course — Zero to Hero,[SYNTHETIC] Complete Excel Course — Zero to Hero — sample description for demo purposes.,UC_TECH001,TechInsights,2024-07-31 04:55:27+00:00,27,PT5M40S,sd,False,none,Pandas|Deep Learning|Machine Learning,15524,1123,40,0,SYNTHETIC_SAMPLE,340,False,2024-07-31,2024,7,July,31,Wednesday,10,Morning,340,5.67,Medium,1163,7.4916,7.234,0.2577,742,20.92,1.51,0.05,High
eyibH6R0Ml5,Dashboard Explained in 10 Minutes,[SYNTHETIC] Dashboard Explained in 10 Minutes — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-07-20 18:40:45+00:00,25,PT10M50S,hd,True,none,ETL|Machine Learning,51430,3834,470,0,SYNTHETIC_SAMPLE,650,False,2024-07-21,2024,7,July,21,Sunday,0,Late Night,650,10.83,Medium,4304,8.3687,7.4548,0.9139,752,68.39,5.1,0.62,High
8EXwZ61KBqX,Dashboard Full Project Walkthrough,[SYNTHETIC] Dashboard Full Project Walkthrough — sample description for demo purposes.,UC_TECH001,TechInsights,2022-05-11 04:56:45+00:00,24,PT5M44S,sd,False,none,Tableau|Python|Dashboard|Data Science,200805,11814,1349,0,SYNTHETIC_SAMPLE,344,True,2022-05-11,2022,5,May,11,Wednesday,10,Morning,344,5.73,Medium,13163,6.5551,5.8833,0.6718,1554,129.22,7.6,0.87,Average
BLqIKN-znJJ,Python Full Project Walkthrough,[SYNTHETIC] Python Full Project Walkthrough — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-05 15:08:58+00:00,25,PT10M23S,sd,False,none,Data Science|Statistics|AI|Dashboard,11205,432,22,0,SYNTHETIC_SAMPLE,623,False,2022-10-05,2022,10,October,5,Wednesday,20,Evening,623,10.38,Medium,454,4.0518,3.8554,0.1963,1407,7.96,0.31,0.02,Average
YZNRdyOZ0EM,Build a Pandas Dashboard from Scratch,[SYNTHETIC] Build a Pandas Dashboard from Scratch — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-05-17 22:07:23+00:00,28,PT26M3S,hd,False,none,Statistics|SQL|Data Analytics,63547,1081,500,0,SYNTHETIC_SAMPLE,1563,False,2022-05-18,2022,5,May,18,Wednesday,3,Late Night,1563,26.05,Long,1581,2.4879,1.7011,0.7868,1547,41.08,0.7,0.32,Low
OCmQZscMHok,Dashboard Explained in 10 Minutes,[SYNTHETIC] Dashboard Explained in 10 Minutes — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-02-26 00:27:23+00:00,24,PT5M58S,sd,True,none,Excel|SQL,29538,2250,366,0,SYNTHETIC_SAMPLE,358,False,2022-02-26,2022,2,February,26,Saturday,5,Late Night,358,5.97,Medium,2616,8.8564,7.6173,1.2391,1628,18.14,1.38,0.22,Viral
T6JUJLw0o9D,The Ultimate Statistics Guide,[SYNTHETIC] The Ultimate Statistics Guide — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-09-20 12:35:19+00:00,24,PT15M,hd,False,none,Deep Learning|Dashboard|Power BI,40226,966,29,0,SYNTHETIC_SAMPLE,900,False,2023-09-20,2023,9,September,20,Wednesday,18,Evening,900,15.0,Medium,995,2.4735,2.4014,0.0721,1057,38.06,0.91,0.03,Low
0KS9KXW9DDL,Why Data Science is the Future of Tech,[SYNTHETIC] Why Data Science is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2022-02-12 11:42:28+00:00,25,PT50M3S,sd,True,none,SQL|AI|Pandas|Business Intelligence,292173,22488,3857,0,SYNTHETIC_SAMPLE,3003,True,2022-02-12,2022,2,February,12,Saturday,17,Evening,3003,50.05,Long,26345,9.0169,7.6968,1.3201,1642,177.94,13.7,2.35,Viral
szVvJlunKlV,Why Deep Learning is the Future of Tech,[SYNTHETIC] Why Deep Learning is the Future of Tech — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-10-23 09:57:29+00:00,22,PT5M9S,sd,True,none,Pandas|NumPy|Tableau,33521,1979,144,0,SYNTHETIC_SAMPLE,309,False,2022-10-23,2022,10,October,23,Sunday,15,Afternoon,309,5.15,Medium,2123,6.3333,5.9038,0.4296,1389,24.13,1.42,0.1,Average
f9Fa292xu54,Pandas Project Ideas for Your Resume,[SYNTHETIC] Pandas Project Ideas for Your Resume — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-06-11 11:38:05+00:00,27,PT7M39S,sd,False,none,Dashboard|NumPy|AI,18213,1175,40,0,SYNTHETIC_SAMPLE,459,False,2024-06-11,2024,6,June,11,Tuesday,17,Evening,459,7.65,Medium,1215,6.6711,6.4514,0.2196,792,23.0,1.48,0.05,Average
GzRl_SDSanL,Machine Learning Tutorial for Beginners,[SYNTHETIC] Machine Learning Tutorial for Beginners — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-05-21 13:08:27+00:00,25,PT12M13S,sd,False,none,Visualization|NumPy|Pandas,15475,672,129,0,SYNTHETIC_SAMPLE,733,False,2023-05-21,2023,5,May,21,Sunday,18,Evening,733,12.22,Medium,801,5.1761,4.3425,0.8336,1179,13.13,0.57,0.11,Average
x2rliKogrpB,Why Business Intelligence is the Future of Tech,[SYNTHETIC] Why Business Intelligence is the Future of Tech — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-08-15 16:21:42+00:00,24,PT12M14S,hd,True,none,ETL|Python|Excel,5635,139,60,0,SYNTHETIC_SAMPLE,734,False,2023-08-15,2023,8,August,15,Tuesday,21,Night,734,12.23,Medium,199,3.5315,2.4667,1.0648,1093,5.16,0.13,0.05,Low
Fq2dgknq1gV,Advanced Machine Learning Techniques,[SYNTHETIC] Advanced Machine Learning Techniques — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-02-08 12:53:41+00:00,24,PT50M18S,sd,False,none,Statistics|Python|Deep Learning|Data Analytics,16409,777,83,0,SYNTHETIC_SAMPLE,3018,False,2023-02-08,2023,2,February,8,Wednesday,18,Evening,3018,50.3,Long,860,5.241,4.7352,0.5058,1281,12.81,0.61,0.06,Average
wRFV4ysOjkZ,I Tried Tableau for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Tableau for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2023-06-09 02:44:52+00:00,25,PT14M11S,sd,False,none,SQL|Excel,37647,836,444,0,SYNTHETIC_SAMPLE,851,False,2023-06-09,2023,6,June,9,Friday,8,Morning,851,14.18,Medium,1280,3.4,2.2206,1.1794,1160,32.45,0.72,0.38,Low
4X8VHCk2ipq,Why Business Intelligence is the Future of Tech,[SYNTHETIC] Why Business Intelligence is the Future of Tech — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-12-24 11:52:29+00:00,27,PT9M33S,hd,True,none,AI|Power BI|Dashboard,34844,1825,217,0,SYNTHETIC_SAMPLE,573,False,2024-12-24,2024,12,December,24,Tuesday,17,Evening,573,9.55,Medium,2042,5.8604,5.2376,0.6228,596,58.46,3.06,0.36,Average
