video_id,title,description,channel_id,channel_title,published_at,category_id,duration,definition,caption_status,live_broadcast_content,tags,view_count,like_count,comment_count,favorite_count,data_source
mbdIlgrTUoj,The Ultimate Power BI Guide,[SYNTHETIC] The Ultimate Power BI Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-02-06T17:58:46Z,22,PT12M43S,hd,false,none,Data Science|ETL|Statistics|Pandas|Dashboard,14558,422,138,0,SYNTHETIC_SAMPLE
eEm101hXpXC,SQL Project Ideas for Your Resume,[SYNTHETIC] SQL Project Ideas for Your Resume — sample description for demo purposes.,UC_TECH001,TechInsights,2022-02-22T01:21:15Z,22,PT24M59S,hd,false,none,Dashboard|Tableau,1307962,18210,15364,0,SYNTHETIC_SAMPLE
hEtxdQ_pBaY,Advanced Data Science Techniques,[SYNTHETIC] Advanced Data Science Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-06-27T07:04:44Z,24,PT5M43S,hd,false,none,Python|Data Analytics|ETL,25424,1579,215,0,SYNTHETIC_SAMPLE
_WdwjIgFuJP,Top 10 SQL Tips and Tricks,[SYNTHETIC] Top 10 SQL Tips and Tricks — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-06-24T12:56:37Z,22,PT6M33S,sd,true,none,AI|Statistics,7150,414,38,0,SYNTHETIC_SAMPLE
mlwUr16Jejs,Build a Data Analytics Dashboard from Scratch,[SYNTHETIC] Build a Data Analytics Dashboard from Scratch — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-02-14T02:22:20Z,22,PT14M32S,sd,false,none,Dashboard|AI,5532,169,58,0,SYNTHETIC_SAMPLE
IyHFJNuPhHe,Learn Statistics the Right Way,[SYNTHETIC] Learn Statistics the Right Way — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-07-21T14:20:07Z,28,PT10M28S,hd,true,none,Power BI|ETL|Tableau,35683,2157,358,0,SYNTHETIC_SAMPLE
Ta6P71DOxV4,The Ultimate AI Guide,[SYNTHETIC] The Ultimate AI Guide — sample description for demo purposes.,UC_DATA002,DataDriven,2023-07-28T07:52:35Z,28,PT9M22S,hd,false,none,SQL|Data Science,22943,308,84,0,SYNTHETIC_SAMPLE
HpOlVAgOwDQ,How to Master Dashboard in 2024,[SYNTHETIC] How to Master Dashboard in 2024 — sample description for demo purposes.,UC_DATA002,DataDriven,2022-06-11T17:13:07Z,27,PT1M59S,hd,true,none,Dashboard|Business Intelligence|Excel|NumPy|Data Science,70668,3336,229,0,SYNTHETIC_SAMPLE
O0upIyJVxC9,Business Intelligence vs Everything — Which is Best?,[SYNTHETIC] Business Intelligence vs Everything — Which is Best? — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-01-01T07:17:36Z,22,PT37M10S,hd,false,none,Dashboard|Machine Learning,21174,1463,137,0,SYNTHETIC_SAMPLE
SrJJ7jcwixL,Top 10 Data Science Tips and Tricks,[SYNTHETIC] Top 10 Data Science Tips and Tricks — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-12-28T22:39:05Z,28,PT10M22S,sd,false,none,AI|Tableau,13744,158,170,0,SYNTHETIC_SAMPLE
PcZyX6v4B7h,Complete ETL Course — Zero to Hero,[SYNTHETIC] Complete ETL Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2022-12-19T04:38:50Z,22,PT14M50S,hd,false,none,Data Science|Dashboard,10859,731,20,0,SYNTHETIC_SAMPLE
R-_WKfBYjvE,I Tried Visualization for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Visualization for 30 Days — Here's What Happened — sample description for demo purposes.,UC_TECH001,TechInsights,2022-03-18T14:27:03Z,22,PT3M8S,sd,false,none,AI|Dashboard,8118,477,22,0,SYNTHETIC_SAMPLE
J-HprBRKhAx,Build a Machine Learning Dashboard from Scratch,[SYNTHETIC] Build a Machine Learning Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-10-23T21:58:20Z,27,PT13M19S,sd,false,none,Data Science|Excel,10533,396,92,0,SYNTHETIC_SAMPLE
RjUfVpNj1sv,I Tried Data Engineering for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Data Engineering for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-06-22T20:44:39Z,25,PT1M11S,sd,false,none,Python|Business Intelligence|Tableau|Statistics|NumPy,69864,5218,271,0,SYNTHETIC_SAMPLE
jSbLQcksYNd,Visualization vs Everything — Which is Best?,[SYNTHETIC] Visualization vs Everything — Which is Best? — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-10-14T03:08:33Z,27,PT52M28S,hd,true,none,NumPy|Statistics|Power BI|Python|Machine Learning,58181,2549,644,0,SYNTHETIC_SAMPLE
Mfm9JTc7tFV,AI vs Everything — Which is Best?,[SYNTHETIC] AI vs Everything — Which is Best? — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-01-29T12:57:58Z,27,PT21M48S,sd,false,none,Data Science|Pandas|NumPy|AI,4036,295,30,0,SYNTHETIC_SAMPLE
ovziUHR3RAK,Advanced AI Techniques,[SYNTHETIC] Advanced AI Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2023-10-25T11:46:02Z,22,PT17M1S,sd,false,none,Visualization|Machine Learning|Tableau|Business Intelligence|SQL,61549,4683,877,0,SYNTHETIC_SAMPLE
6XPKkeIUl1j,Data Science Interview Questions and Answers,[SYNTHETIC] Data Science Interview Questions and Answers — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-02-15T19:13:07Z,27,PT13M56S,sd,false,none,Data Science|Data Engineering|NumPy|SQL|AI,71453,5263,481,0,SYNTHETIC_SAMPLE
NMobfXi2EPl,Complete Machine Learning Course — Zero to Hero,[SYNTHETIC] Complete Machine Learning Course — Zero to Hero — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-08-25T21:33:59Z,28,PT3M36S,sd,false,none,Excel|Tableau|Pandas,15580,828,144,0,SYNTHETIC_SAMPLE
mnl9CNS34BX,Advanced Python Techniques,[SYNTHETIC] Advanced Python Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2024-08-02T09:16:17Z,24,PT12M2S,sd,false,none,Visualization|Dashboard|Data Analytics|NumPy|ETL,60129,1538,615,0,SYNTHETIC_SAMPLE
cyW9mC4Xsks,Advanced Data Analytics Techniques,[SYNTHETIC] Advanced Data Analytics Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-03-26T17:38:49Z,24,PT50M25S,hd,false,none,SQL|Dashboard|Power BI|Visualization|AI,12868,613,190,0,SYNTHETIC_SAMPLE
54fuPTkUfTO,Why Deep Learning is the Future of Tech,[SYNTHETIC] Why Deep Learning is the Future of Tech — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-05-13T12:27:30Z,24,PT8M3S,sd,true,none,Visualization|AI|Data Analytics|Dashboard|SQL,5074,211,68,0,SYNTHETIC_SAMPLE
